Item ID,Item Name,Quality Type,Item Level,Item Requirement Level,Item Class ID,Item Subclass ID,Inventory Type Name,Is stackable,Is equipable
2309,Embossed Leather Boots,Uncommon,15,10,4,4_2,Feet,False,True
1520,Troll Sweat,Poor,1,0,15,15_0,Non-equippable,True,False
14783,Khan's Belt,Uncommon,46,41,4,4_3,Waist,False,True
4040,Nightsky Gloves,Uncommon,34,29,4,4_1,Hands,False,True
3872,Plans: Golden Scale Leggings,Uncommon,34,0,9,9_4,Non-equippable,False,False
14483,Pattern: Felcloth Pants,Common,55,0,9,9_2,Non-equippable,False,False
3481,Silvered Bronze Shoulders,Uncommon,25,20,4,4_3,Shoulder,False,True
2583,Woolen Boots,Uncommon,19,14,4,4_1,Feet,False,True
16840,Earthfury Bracers,Epic,66,60,4,4_3,Wrist,False,True
14606,Warden's Gloves,Uncommon,41,36,4,4_2,Hands,False,True
16083,Expert Fishing - The Bass and You,Common,30,20,9,9_9,Non-equippable,False,False
14283,Opulent Leggings,Uncommon,54,49,4,4_1,Legs,False,True
8287,Arcane Gloves,Uncommon,57,52,4,4_1,Hands,False,True
13099,Moccasins of the White Hare,Rare,29,24,4,4_1,Feet,False,True
10085,Lord's Pauldrons,Uncommon,52,47,4,4_3,Shoulder,False,True
14572,Bristlebark Gloves,Uncommon,24,19,4,4_2,Hands,False,True
4592,Longjaw Mud Snapper,Common,15,5,0,0_0,Non-equippable,True,False
14941,Warbringer's Armsplints,Uncommon,42,40,4,4_4,Wrist,False,True
8067,Crafted Light Shot,Common,10,5,6,6_3,Ammo,True,True
1717,Double Link Tunic,Rare,30,25,4,4_3,Chest,False,True
15366,Trickster's Leggings,Uncommon,40,35,4,4_2,Legs,False,True
15984,Opulent Scepter,Uncommon,56,51,4,4_0,Held In Off-hand,False,True
8488,Cat Carrier (Silver Tabby),Common,20,0,15,15_0,Non-equippable,False,False
9896,Jazeraint Bracers,Uncommon,39,34,4,4_3,Wrist,False,True
14309,Celestial Belt,Uncommon,56,51,4,4_1,Waist,False,True
2324,Bleach,Common,5,0,7,7_0,Non-equippable,True,False
5180,Necklace of Harmony,Uncommon,34,29,4,4_0,Neck,False,True
14268,Gaea's Cuffs,Uncommon,46,41,4,4_1,Wrist,False,True
14316,Celestial Pauldrons,Uncommon,59,54,4,4_1,Shoulder,False,True
2807,Guillotine Axe,Rare,23,18,2,2_0,Main Hand,False,True
7354,Elder's Boots,Uncommon,33,28,4,4_1,Feet,False,True
4042,Aurora Gloves,Uncommon,39,34,4,4_1,Hands,False,True
14553,Sash of Mercy,Epic,61,56,4,4_2,Waist,False,True
14302,Bonecaster's Gloves,Uncommon,56,51,4,4_1,Hands,False,True
4788,Agile Boots,Uncommon,20,15,4,4_2,Feet,False,True
6290,Brilliant Smallfish,Common,5,1,0,0_0,Non-equippable,True,False
1205,Melon Juice,Common,25,15,0,0_0,Non-equippable,True,False
10068,Righteous Boots,Uncommon,51,46,4,4_2,Feet,False,True
18742,Stratholme Militia Shoulderguard,Rare,60,55,4,4_3,Shoulder,False,True
15330,Wrangler's Boots,Uncommon,25,20,4,4_2,Feet,False,True
18678,Tempestria's Frozen Necklace,Rare,61,56,4,4_0,Neck,False,True
6424,Blackforge Cape,Uncommon,42,37,4,4_1,Back,False,True
13545,Shellfish,Common,1,0,15,15_0,Non-equippable,True,False
15512,Grunt's Shield,Uncommon,24,19,4,4_6,Off Hand,False,True
20659,Abyssal Mail Handguards,Uncommon,60,55,4,4_3,Hands,False,True
13122,Dark Phantom Cape,Rare,55,50,4,4_1,Back,False,True
4470,Simple Wood,Common,5,0,5,5_0,Non-equippable,True,False
754,Shortsword of Vengeance,Rare,47,42,2,2_7,One-Hand,False,True
18253,Major Rejuvenation Potion,Common,60,50,0,0_0,Non-equippable,True,False
4394,Big Iron Bomb,Common,43,0,7,7_2,Non-equippable,True,False
9823,Durable Gloves,Uncommon,31,26,4,4_1,Hands,False,True
7474,Regal Cloak,Uncommon,40,35,4,4_1,Back,False,True
7406,Infiltrator Cord,Uncommon,32,27,4,4_2,Waist,False,True
14794,Protector Ankleguards,Uncommon,50,45,4,4_3,Feet,False,True
20016,Trophy Raptor Skull,Poor,1,0,15,15_0,Non-equippable,False,False
9934,Brigade Pauldrons,Uncommon,44,39,4,4_3,Shoulder,False,True
15964,Silksand Star,Uncommon,44,39,4,4_0,Held In Off-hand,False,True
14560,Prospector's Boots,Uncommon,19,14,4,4_2,Feet,False,True
6410,Insignia Bracers,Uncommon,33,28,4,4_2,Wrist,False,True
15988,Resplendent Orb,Uncommon,63,58,4,4_0,Held In Off-hand,False,True
8109,Hibernal Cloak,Uncommon,46,41,4,4_1,Back,False,True
15595,Steadfast Gloves,Uncommon,39,34,4,4_3,Hands,False,True
4354,Pattern: Rich Purple Silk Shirt,Rare,37,0,9,9_2,Non-equippable,False,False
15324,Burnside Rifle,Uncommon,56,51,2,2_3,Ranged,False,True
8262,Serpentskin Leggings,Uncommon,54,49,4,4_2,Legs,False,True
12974,The Black Knight,Rare,31,26,2,2_7,Main Hand,False,True
10226,Nightshade Helmet,Uncommon,61,56,4,4_2,Head,False,True
17034,Maple Seed,Common,20,0,5,5_0,Non-equippable,True,False
8113,Hibernal Robe,Uncommon,51,46,4,4_1,Chest,False,True
14796,Protector Legguards,Uncommon,53,48,4,4_3,Legs,False,True
4960,Flash Pellet,Common,7,0,6,6_3,Ammo,True,True
15188,Grand Armguards,Uncommon,57,52,4,4_2,Wrist,False,True
7421,Phalanx Gauntlets,Uncommon,33,28,4,4_3,Hands,False,True
15394,Jadefire Pants,Uncommon,54,49,4,4_2,Legs,False,True
9838,Banded Cloak,Uncommon,29,24,4,4_1,Back,False,True
19974,Mudskunk Lure,Common,1,0,12,12_0,Non-equippable,True,False
15633,Formidable Crest,Uncommon,52,47,4,4_6,Off Hand,False,True
14658,Scorpashi Skullcap,Uncommon,49,44,4,4_2,Head,False,True
21341,Felcloth Bag,Rare,57,0,1,1_1,Bag,False,True
14314,Celestial Handwraps,Uncommon,58,53,4,4_1,Hands,False,True
15307,Feral Buckler,Uncommon,19,14,4,4_6,Off Hand,False,True
14299,Bonecaster's Boots,Uncommon,54,49,4,4_1,Feet,False,True
3283,Battle Chain Tunic,Uncommon,13,8,4,4_3,Chest,False,True
14113,Aboriginal Sash,Uncommon,15,10,4,4_1,Waist,False,True
12005,Granite Ring,Uncommon,62,57,4,4_0,Finger,False,True
15493,Bloodspattered Loincloth,Uncommon,18,13,4,4_3,Legs,False,True
14672,Pridelord Bands,Uncommon,53,48,4,4_2,Wrist,False,True
14278,Opulent Mantle,Uncommon,50,45,4,4_1,Shoulder,False,True
14457,Elunarian Cuffs,Uncommon,58,53,4,4_1,Wrist,False,True
4785,Brimstone Belt,Uncommon,24,19,4,4_1,Waist,False,True
14582,Dokebi Cape,Uncommon,28,23,4,4_1,Back,False,True
15373,Wolf Rider's Headgear,Uncommon,47,42,4,4_2,Head,False,True
19163,Molten Belt,Epic,70,60,4,4_2,Waist,False,True
13113,Feathermoon Headdress,Rare,63,58,4,4_2,Head,False,True
13877,47 Pound Grouper,Common,45,0,15,15_0,Non-equippable,False,False
15739,Pattern: Runic Leather Bracers,Uncommon,55,0,9,9_1,Non-equippable,False,False
10546,Deadly Scope,Common,42,30,7,7_3,Non-equippable,True,False
15518,Spiked Chain Breastplate,Uncommon,30,25,4,4_3,Chest,False,True
14972,Glorious Sabatons,Uncommon,56,51,4,4_4,Feet,False,True
14813,Warstrike Cape,Uncommon,57,52,4,4_1,Back,False,True
14962,High Chief's Legguards,Uncommon,54,49,4,4_4,Legs,False,True
15643,Ironhide Cloak,Uncommon,49,44,4,4_1,Back,False,True
15648,Ironhide Shield,Uncommon,56,51,4,4_6,Off Hand,False,True
22739,Tome of Polymorph: Turtle,Rare,60,60,9,9_0,Non-equippable,False,False
15503,Outrunner's Legguards,Uncommon,22,17,4,4_3,Legs,False,True
13488,Recipe: Transmute Life to Earth,Uncommon,55,0,9,9_6,Non-equippable,False,False
10009,Red Mageweave Pants,Uncommon,43,38,4,4_1,Legs,False,True
14916,Jade Deflector,Uncommon,53,48,4,4_6,Off Hand,False,True
13901,15 Pound Salmon,Common,55,0,15,15_0,Held In Off-hand,False,True
15946,Mystic's Sphere,Uncommon,23,18,4,4_0,Held In Off-hand,False,True
10157,Mercurial Breastplate,Uncommon,64,59,4,4_3,Chest,False,True
8316,Alabaster Plate Greaves,Uncommon,53,48,4,4_4,Feet,False,True
10187,Swashbuckler's Eyepatch,Uncommon,55,50,4,4_2,Head,False,True
13886,37 Pound Redgill,Common,45,0,15,15_0,Held In Off-hand,False,True
15354,Headhunter's Cloak,Uncommon,32,27,4,4_1,Back,False,True
15492,Bloodspattered Sash,Uncommon,15,10,4,4_3,Waist,False,True
20296,Green Dragonscale Gauntlets,Rare,56,51,4,4_3,Hands,False,True
10224,Nightshade Cloak,Uncommon,57,52,4,4_1,Back,False,True
14938,Heroic Bracers,Uncommon,56,51,4,4_4,Wrist,False,True
16005,Dark Iron Bomb,Common,57,0,7,7_2,Non-equippable,True,False
6786,Simple Dress,Common,10,0,4,4_0,Chest,False,True
6474,Pattern: Deviate Scale Cloak,Common,18,0,9,9_1,Non-equippable,False,False
15656,Merciless Epaulets,Uncommon,54,49,4,4_3,Shoulder,False,True
14311,Celestial Bindings,Uncommon,55,50,4,4_1,Wrist,False,True
8284,Arcane Boots,Uncommon,57,52,4,4_1,Feet,False,True
15191,Grand Belt,Uncommon,57,52,4,4_2,Waist,False,True
10373,Imbued Plate Leggings,Uncommon,61,56,4,4_4,Legs,False,True
14412,Stonecloth Epaulets,Uncommon,36,31,4,4_1,Shoulder,False,True
15494,Bloodspattered Shield,Uncommon,18,13,4,4_6,Off Hand,False,True
15343,Pathfinder Gloves,Uncommon,30,25,4,4_2,Hands,False,True
14676,Pridelord Halo,Uncommon,58,53,4,4_2,Head,False,True
2205,Duskbringer,Rare,25,20,2,2_8,Two-Hand,False,True
13083,Garrett Family Crest,Rare,62,57,4,4_6,Off Hand,False,True
18229,Nat Pagle's Guide to Extreme Anglin',Poor,1,0,15,15_0,Non-equippable,False,False
14122,Ritual Bands,Uncommon,18,13,4,4_1,Wrist,False,True
7112,Aurora Armor,Uncommon,41,36,4,4_1,Chest,False,True
127,Trapper's Shirt,Common,1,0,4,4_0,Shirt,False,True
6475,Pattern: Deviate Scale Gloves,Common,21,0,9,9_1,Non-equippable,False,False
10194,Crusader's Cloak,Uncommon,50,45,4,4_1,Back,False,True
16224,Formula: Enchant Cloak - Superior Defense,Common,57,0,9,9_8,Non-equippable,False,False
15117,Rigid Leggings,Uncommon,24,19,4,4_2,Legs,False,True
14096,Native Vest,Uncommon,16,11,4,4_1,Chest,False,True
14187,Raincaller Cuffs,Uncommon,28,23,4,4_1,Wrist,False,True
15662,Impenetrable Gauntlets,Uncommon,57,52,4,4_3,Hands,False,True
4478,Iridescent Scale Leggings,Uncommon,45,40,4,4_3,Legs,False,True
14807,Bloodlust Bracelets,Uncommon,53,48,4,4_3,Wrist,False,True
7478,Ranger Leggings,Uncommon,43,38,4,4_2,Legs,False,True
15694,Merciless Greaves,Uncommon,54,49,4,4_3,Feet,False,True
7375,Green Whelp Armor,Uncommon,35,30,4,4_2,Chest,False,True
19284,Eight of Portals,Rare,1,0,15,15_0,Non-equippable,False,False
12720,Plans: Stronghold Gauntlets,Epic,62,0,9,9_4,Non-equippable,False,False
12711,Plans: Whitesoul Helm,Rare,60,0,9,9_4,Non-equippable,False,False
7728,Beguiler Robes,Rare,34,29,4,4_1,Chest,False,True
14417,Silksand Tunic,Uncommon,44,39,4,4_1,Chest,False,True
6305,Damp Diary Page (Day 87),Poor,1,0,15,15_0,Non-equippable,False,False
8487,Cat Carrier (Orange Tabby),Common,20,0,15,15_0,Non-equippable,False,False
12213,Carrion Surprise,Common,35,25,0,0_0,Non-equippable,True,False
4593,Bristle Whisker Catfish,Common,25,15,0,0_0,Non-equippable,True,False
14301,Bonecaster's Bindings,Uncommon,53,48,4,4_1,Wrist,False,True
15892,Slayer's Shield,Uncommon,32,27,4,4_6,Off Hand,False,True
14370,Mystic's Woolies,Uncommon,19,14,4,4_1,Legs,False,True
15499,Outrunner's Cuffs,Uncommon,18,13,4,4_3,Wrist,False,True
14930,Lofty Shield,Uncommon,57,52,4,4_6,Off Hand,False,True
13028,Bludstone Hammer,Rare,61,56,2,2_4,Main Hand,False,True
15663,Impenetrable Belt,Uncommon,56,51,4,4_3,Waist,False,True
15647,Ironhide Pauldrons,Uncommon,53,48,4,4_3,Shoulder,False,True
14934,Heroic Girdle,Uncommon,57,52,4,4_4,Waist,False,True
16983,Molten Helm,Epic,60,55,4,4_2,Head,False,True
14968,Glorious Belt,Uncommon,55,50,4,4_4,Waist,False,True
10098,Councillor's Cloak,Uncommon,53,48,4,4_1,Back,False,True
15187,Praetorian Pauldrons,Uncommon,54,49,4,4_2,Shoulder,False,True
15163,Imposing Bracers,Uncommon,43,38,4,4_2,Wrist,False,True
18363,Frost Shock and You,Rare,60,54,15,15_0,Non-equippable,False,False
16250,Formula: Enchant Weapon - Superior Striking,Uncommon,60,0,9,9_8,Non-equippable,False,False
7525,Gossamer Bracers,Uncommon,45,40,4,4_1,Wrist,False,True
14119,Aboriginal Loincloth,Uncommon,17,12,4,4_1,Legs,False,True
5575,Large Green Sack,Common,25,0,1,1_0,Bag,False,True
15115,Rigid Gloves,Uncommon,22,17,4,4_2,Hands,False,True
15925,Journeyman's Stave,Uncommon,10,5,4,4_0,Held In Off-hand,False,True
7489,Captain's Gauntlets,Uncommon,41,36,4,4_3,Hands,False,True
22612,Craftsman's Writ - Runecloth Robe,Common,60,55,15,15_0,Non-equippable,False,False
18779,Bottom Half of Advanced Armorsmithing: Volume I,Rare,60,50,12,12_0,Non-equippable,False,False
8285,Arcane Bands,Uncommon,56,51,4,4_1,Wrist,False,True
14958,High Chief's Armor,Uncommon,56,51,4,4_4,Chest,False,True
20539,Runed Stygian Belt,Rare,63,58,4,4_1,Waist,False,True
8273,Valorous Wristguards,Uncommon,46,41,4,4_4,Wrist,False,True
1355,Buckskin Cape,Uncommon,15,10,4,4_1,Back,False,True
13310,Schematic: Accurate Scope,Common,36,0,9,9_3,Non-equippable,False,False
8160,Jouster's Greaves,Uncommon,40,40,4,4_4,Feet,False,True
9869,Renegade Belt,Uncommon,35,30,4,4_3,Waist,False,True
9867,Renegade Cloak,Uncommon,33,28,4,4_1,Back,False,True
15114,Rigid Cape,Uncommon,19,14,4,4_1,Back,False,True
7736,Fight Club,Rare,39,34,2,2_4,One-Hand,False,True
20538,Runed Stygian Leggings,Rare,63,58,4,4_1,Legs,False,True
5752,Wyvern Tailspike,Uncommon,26,21,2,2_15,One-Hand,False,True
1813,Chipped Quarterstaff,Poor,18,13,2,2_10,Two-Hand,False,True
15358,Headhunter's Woolies,Uncommon,35,30,4,4_2,Legs,False,True
10251,Master's Gloves,Uncommon,63,58,4,4_1,Hands,False,True
8139,Chromite Gauntlets,Uncommon,44,40,4,4_4,Hands,False,True
15928,Silver-thread Rod,Uncommon,31,26,4,4_0,Held In Off-hand,False,True
22614,Craftsman's Writ - Thorium Grenade,Common,60,55,15,15_0,Non-equippable,False,False
4707,Lambent Scale Girdle,Uncommon,26,21,4,4_3,Waist,False,True
14769,Ravager's Sandals,Uncommon,42,37,4,4_3,Feet,False,True
8267,Ebonhold Gauntlets,Uncommon,54,49,4,4_3,Hands,False,True
3831,Recipe: Mighty Troll's Blood Potion,Common,36,0,9,9_6,Non-equippable,False,False
15359,Trickster's Vest,Uncommon,41,36,4,4_2,Chest,False,True
1979,Wall of the Dead,Epic,50,45,4,4_6,Off Hand,False,True
14214,Vital Boots,Uncommon,34,29,4,4_1,Feet,False,True
7415,Dervish Spaulders,Uncommon,29,24,4,4_2,Shoulder,False,True
14983,Exalted Armsplints,Uncommon,59,54,4,4_4,Wrist,False,True
20075,Recipe: Heavy Crocolisk Stew,Common,30,0,9,9_5,Non-equippable,False,False
14319,Resplendent Boots,Uncommon,59,54,4,4_1,Feet,False,True
14428,Windchaser Footpads,Uncommon,44,39,4,4_1,Feet,False,True
12223,Meaty Bat Wing,Common,5,0,7,7_0,Non-equippable,True,False
14158,Pagan Vest,Uncommon,26,21,4,4_1,Chest,False,True
4680,Brackwater Cloak,Common,13,8,4,4_1,Back,False,True
15304,Grizzly Jerkin,Uncommon,16,11,4,4_2,Chest,False,True
18588,Ez-Thro Dynamite II,Common,40,30,7,7_2,Non-equippable,True,False
8286,Arcane Cloak,Uncommon,55,50,4,4_1,Back,False,True
1679,Korg Bat,Uncommon,36,31,2,2_5,Two-Hand,False,True
4539,Goldenbark Apple,Common,35,25,0,0_0,Non-equippable,True,False
15333,Wrangler's Cloak,Uncommon,22,17,4,4_1,Back,False,True
14376,Sanguine Cape,Uncommon,22,17,4,4_1,Back,False,True
14846,Sunscale Gauntlets,Uncommon,50,45,4,4_4,Hands,False,True
10102,Councillor's Robes,Uncommon,59,54,4,4_1,Chest,False,True
4299,Pattern: Guardian Armor,Uncommon,35,0,9,9_1,Non-equippable,False,False
22623,Craftsman's Writ - Plated Armorfish,Common,60,55,15,15_0,Non-equippable,False,False
10075,Righteous Spaulders,Uncommon,51,46,4,4_2,Shoulder,False,True
12643,Dense Weightstone,Common,45,35,7,7_0,Non-equippable,True,False
9400,Baelog's Shortbow,Common,41,36,2,2_2,Ranged,False,True
18407,Felcloth Gloves,Rare,62,57,4,4_1,Hands,False,True
6337,Infantry Leggings,Uncommon,12,7,4,4_3,Legs,False,True
2991,Burnished Boots,Uncommon,21,16,4,4_3,Feet,False,True
5957,Handstitched Leather Vest,Common,8,3,4,4_2,Chest,False,True
12216,Spiced Chili Crab,Common,45,40,0,0_0,Non-equippable,True,False
4608,Raw Black Truffle,Common,45,35,0,0_0,Non-equippable,True,False
14324,Resplendent Sarong,Uncommon,60,55,4,4_1,Legs,False,True
9286,Field Plate Armor,Uncommon,44,40,4,4_4,Chest,False,True
4596,Discolored Healing Potion,Common,15,5,0,0_0,Non-equippable,True,False
11223,Formula: Enchant Bracer - Deflection,Uncommon,47,0,9,9_8,Non-equippable,False,False
15726,Pattern: Green Dragonscale Breastplate,Common,52,0,9,9_1,Non-equippable,False,False
8292,Arcane Cover,Uncommon,58,53,4,4_1,Head,False,True
8124,Heraldic Spaulders,Uncommon,48,43,4,4_2,Shoulder,False,True
14371,Mystic's Robe,Uncommon,23,18,4,4_1,Chest,False,True
13054,Grim Reaper,Rare,40,35,2,2_6,Two-Hand,False,True
14909,Brutish Shoulders,Uncommon,45,40,4,4_4,Shoulder,False,True
10503,Rose Colored Goggles,Uncommon,46,0,4,4_1,Head,False,True
14656,Scorpashi Cape,Uncommon,44,39,4,4_1,Back,False,True
2928,Dust of Decay,Common,20,0,7,7_0,Non-equippable,True,False
6787,White Woolen Dress,Common,22,17,4,4_1,Chest,False,True
11325,Dark Iron Ale Mug,Common,1,0,0,0_0,Non-equippable,True,False
14315,Celestial Kilt,Uncommon,59,54,4,4_1,Legs,False,True
15127,Robust Shoulders,Uncommon,30,25,4,4_2,Shoulder,False,True
18709,Arena Wristguards,Rare,50,45,4,4_1,Wrist,False,True
6892,Recipe: Smoked Bear Meat,Common,13,0,9,9_5,Non-equippable,False,False
15542,Wicked Chain Shoulder Pads,Uncommon,32,27,4,4_3,Shoulder,False,True
7534,Cabalist Bracers,Uncommon,45,40,4,4_2,Wrist,False,True
9932,Brigade Circlet,Uncommon,44,39,4,4_3,Head,False,True
4064,Emblazoned Buckler,Uncommon,30,25,4,4_6,Off Hand,False,True
3664,Crocolisk Gumbo,Common,25,15,0,0_0,Non-equippable,True,False
11584,Cactus Apple Surprise,Common,5,0,0,0_0,Non-equippable,True,False
10366,Demon Guard,Uncommon,63,58,4,4_6,Off Hand,False,True
10185,Swashbuckler's Cape,Uncommon,51,46,4,4_1,Back,False,True
15613,Bonelink Belt,Uncommon,42,37,4,4_3,Waist,False,True
14911,Brutish Boots,Uncommon,46,41,4,4_4,Feet,False,True
1735,Worn Mail Pants,Poor,12,7,4,4_3,Legs,False,True
3327,Vile Fin Oracle Staff,Common,9,4,2,2_10,Two-Hand,False,True
6400,Glimmering Shield,Uncommon,31,26,4,4_6,Off Hand,False,True
14928,Lofty Legguards,Uncommon,55,50,4,4_4,Legs,False,True
14565,Prospector's Woolies,Uncommon,21,16,4,4_2,Legs,False,True
209,Dirty Leather Pants,Common,5,1,4,4_2,Legs,False,True
7439,Sentinel Breastplate,Uncommon,40,35,4,4_2,Chest,False,True
3466,Strong Flux,Common,25,0,7,7_0,Non-equippable,True,False
4766,Feral Blade,Uncommon,13,8,2,2_7,Main Hand,False,True
3767,Fine Parchment,Poor,1,0,15,15_0,Non-equippable,True,False
9961,Warmonger's Belt,Uncommon,47,42,4,4_3,Waist,False,True
19157,Chromatic Gauntlets,Epic,70,60,4,4_3,Hands,False,True
9965,Warmonger's Pauldrons,Uncommon,49,44,4,4_3,Shoulder,False,True
6608,Bright Armor,Uncommon,27,22,4,4_1,Chest,False,True
4075,Mail Combat Gauntlets,Uncommon,34,29,4,4_3,Hands,False,True
10156,Mercurial Bracers,Uncommon,60,55,4,4_3,Wrist,False,True
9743,Simple Shoes,Common,12,7,4,4_1,Feet,False,True
13939,Recipe: Spotted Yellowtail,Common,45,0,9,9_5,Non-equippable,False,False
13947,Recipe: Lobster Stew,Common,55,0,9,9_5,Non-equippable,False,False
14509,Pattern: Mooncloth Circlet,Rare,62,0,9,9_2,Non-equippable,False,False
12240,Recipe: Heavy Kodo Stew,Common,40,0,9,9_5,Non-equippable,False,False
14844,Sunscale Chestguard,Uncommon,54,49,4,4_4,Chest,False,True
14123,Ritual Cape,Uncommon,17,12,4,4_1,Back,False,True
13303,Crusaders' Square Postbox Key,Common,1,0,13,13_0,Non-equippable,True,False
10369,Imbued Plate Gauntlets,Uncommon,58,53,4,4_4,Hands,False,True
3335,Farmer's Broom,Common,6,3,2,2_10,Two-Hand,False,True
10840,Crystallized Note,Common,1,0,15,15_0,Non-equippable,False,False
838,Heavy Weave Pants,Common,17,12,4,4_1,Legs,False,True
4350,Pattern: Spider Silk Slippers,Uncommon,28,0,9,9_2,Non-equippable,False,False
23092,Wristguards of Undead Slaying,Rare,63,58,4,4_3,Wrist,False,True
9955,Chieftain's Shoulders,Uncommon,50,45,4,4_2,Shoulder,False,True
776,Vendetta,Rare,31,26,2,2_15,One-Hand,False,True
12408,Thorium Bracers,Uncommon,51,46,4,4_4,Wrist,False,True
7053,Azure Silk Cloak,Uncommon,35,30,4,4_1,Back,False,True
15334,Wrangler's Gloves,Uncommon,27,22,4,4_2,Hands,False,True
767,Long Bo Staff,Common,8,3,2,2_10,Two-Hand,False,True
3306,Brackwater Vest,Uncommon,18,13,4,4_3,Chest,False,True
11989,Vanadium Loop,Uncommon,51,46,4,4_0,Finger,False,True
4553,Jagged Piece of Stone,Poor,1,0,15,15_0,Non-equippable,True,False
20673,Abyssal Plate Girdle,Uncommon,65,60,4,4_4,Waist,False,True
23320,Tablet of Flame Shock VI,Rare,60,60,9,9_0,Non-equippable,False,False
5245,Summoner's Wand,Uncommon,34,29,2,2_19,Ranged,False,True
3293,Deadman Cleaver,Common,3,1,2,2_0,Main Hand,False,True
7954,The Shatterer,Rare,47,42,2,2_4,Main Hand,False,True
8277,Valorous Girdle,Uncommon,46,41,4,4_4,Waist,False,True
4882,Benedict's Key,Common,1,0,13,13_0,Non-equippable,False,False
14908,Brutish Legguards,Uncommon,48,43,4,4_4,Legs,False,True
10368,Imbued Plate Armor,Uncommon,62,57,4,4_4,Chest,False,True
14480,Pattern: Ghostweave Vest,Uncommon,55,0,9,9_2,Non-equippable,False,False
15580,Sparkleshell Headwrap,Uncommon,40,35,4,4_3,Head,False,True
10254,Master's Robe,Uncommon,65,60,4,4_1,Chest,False,True
15312,Feral Leggings,Uncommon,20,15,4,4_2,Legs,False,True
17054,Joonho's Mercy,Rare,50,45,2,2_7,One-Hand,False,True
3260,Scarlet Initiate Robes,Common,4,1,4,4_1,Chest,False,True
14286,Opulent Belt,Uncommon,50,45,4,4_1,Waist,False,True
14406,Resilient Cord,Uncommon,30,25,4,4_1,Waist,False,True
5568,Smooth Pebble,Common,18,13,6,6_3,Ammo,True,True
8260,Serpentskin Gloves,Uncommon,52,47,4,4_2,Hands,False,True
14835,Tyrant's Chestpiece,Uncommon,48,43,4,4_4,Chest,False,True
12542,Funeral Pyre Vestment,Rare,51,46,4,4_1,Chest,False,True
10629,Mistwalker Boots,Rare,50,45,4,4_1,Feet,False,True
4722,Insignia Cloak,Uncommon,32,27,4,4_1,Back,False,True
15125,Robust Gloves,Uncommon,29,24,4,4_2,Hands,False,True
14950,Bloodforged Belt,Uncommon,46,41,4,4_4,Waist,False,True
14568,Bristlebark Boots,Uncommon,23,18,4,4_2,Feet,False,True
10070,Righteous Armor,Uncommon,55,50,4,4_2,Chest,False,True
9840,Banded Girdle,Uncommon,31,26,4,4_3,Waist,False,True
10380,Commander's Gauntlets,Uncommon,60,55,4,4_4,Hands,False,True
18673,Avalanchion's Stony Hide,Rare,59,54,4,4_6,Off Hand,False,True
22279,Lovely Black Dress,Common,1,0,4,4_0,Chest,False,True
3811,Double-stitched Cloak,Poor,37,32,4,4_1,Back,False,True
4308,Green Linen Bracers,Common,12,7,4,4_1,Wrist,False,True
14183,Watcher's Leggings,Uncommon,30,25,4,4_1,Legs,False,True
15516,Spiked Chain Slippers,Uncommon,27,22,4,4_3,Feet,False,True
4077,Mail Combat Headguard,Uncommon,35,30,4,4_3,Head,False,True
9451,Bubbling Water,Common,25,15,0,0_0,Non-equippable,True,False
14102,Native Handwraps,Common,13,8,4,4_1,Hands,False,True
15934,Sage's Stave,Uncommon,32,27,4,4_0,Held In Off-hand,False,True
21277,Tranquil Mechanical Yeti,Common,60,0,7,7_3,Non-equippable,False,False
3328,Spider Web Robe,Common,9,4,4,4_1,Chest,False,True
11285,Jagged Arrow,Common,45,40,6,6_2,Ammo,True,True
21804,Coif of Elemental Fury,Rare,68,60,4,4_3,Head,False,True
15972,Ritual Stein,Uncommon,24,19,4,4_0,Held In Off-hand,False,True
4736,Mistscape Sash,Uncommon,42,37,4,4_1,Waist,False,True
15577,Sparkleshell Bracers,Uncommon,36,31,4,4_3,Wrist,False,True
10204,Heavy Lamellar Shield,Uncommon,55,50,4,4_6,Off Hand,False,True
22390,Plans: Persuader,Epic,63,0,9,9_4,Non-equippable,False,False
10257,Adventurer's Boots,Uncommon,62,57,4,4_2,Feet,False,True
20697,Crystalline Threaded Cape,Rare,63,58,4,4_1,Back,False,True
13011,Silver-lined Belt,Rare,27,22,4,4_2,Waist,False,True
5028,Lord Sakrasis' Scepter,Uncommon,47,42,4,4_0,Held In Off-hand,False,True
14157,Pagan Mantle,Common,24,19,4,4_1,Shoulder,False,True
12055,Stardust Band,Uncommon,52,47,4,4_0,Finger,False,True
8115,Hibernal Cowl,Uncommon,48,43,4,4_1,Head,False,True
20670,Abyssal Mail Clutch,Uncommon,65,60,4,4_3,Waist,False,True
10154,Mercurial Girdle,Uncommon,61,56,4,4_3,Waist,False,True
4999,Azora's Will,Uncommon,27,22,4,4_0,Finger,False,True
6590,Battleforge Boots,Uncommon,29,24,4,4_3,Feet,False,True
4951,Squealer's Belt,Common,7,1,4,4_2,Waist,False,True
14115,Aboriginal Bands,Common,14,9,4,4_1,Wrist,False,True
9444,Techbot CPU Shell,Common,26,21,4,4_6,Off Hand,False,True
13304,Festival Lane Postbox Key,Common,1,0,13,13_0,Non-equippable,True,False
9839,Banded Gauntlets,Uncommon,31,26,4,4_3,Hands,False,True
7752,Dreamslayer,Rare,33,28,2,2_4,Main Hand,False,True
